"desc","case_name","grid_name","FROM_UNIXTIME(a.create_time)","reporter_name","reporter_mobile"
"紧急通知：西藏、新疆、四川省成都市等省外入（返）榕的人员：7天内有上述地区旅居史的入（返）榕人员，务请在抵榕时就近进行1次核酸检测，并配合属地落实健康管理措施。
贵州省毕节市织金县入（返）榕的人员：对9月2日（含）起有贵州省毕节市织金县低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行，超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
云南省昆明市入（返）榕的人员：对9月13日（含）起有云南省昆明市西山区、安宁市低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行；对有昆明市其他地区旅居史的入（返）榕人员实行3天2检（含落地检）；超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
中天社区疫情报备电话：
0591-83845734","疫情防控","领秀苑","2022-09-29 19:32:41",NULL,NULL
"紧急通知：西藏、新疆、四川省成都市等省外入（返）榕的人员：7天内有上述地区旅居史的入（返）榕人员，务请在抵榕时就近进行1次核酸检测，并配合属地落实健康管理措施。
贵州省毕节市织金县入（返）榕的人员：对9月2日（含）起有贵州省毕节市织金县低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行，超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
云南省昆明市入（返）榕的人员：对9月13日（含）起有云南省昆明市西山区、安宁市低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行；对有昆明市其他地区旅居史的入（返）榕人员实行3天2检（含落地检）；超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
中天社区疫情报备电话：
0591-83845734","疫情防控","俊仕苑","2022-09-29 19:32:41",NULL,NULL
"紧急通知：西藏、新疆、四川省成都市等省外入（返）榕的人员：7天内有上述地区旅居史的入（返）榕人员，务请在抵榕时就近进行1次核酸检测，并配合属地落实健康管理措施。
贵州省毕节市织金县入（返）榕的人员：对9月2日（含）起有贵州省毕节市织金县低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行，超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
云南省昆明市入（返）榕的人员：对9月13日（含）起有云南省昆明市西山区、安宁市低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行；对有昆明市其他地区旅居史的入（返）榕人员实行3天2检（含落地检）；超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
中天社区疫情报备电话：
0591-83845734","疫情防控","云顶苑","2022-09-29 19:32:41",NULL,NULL
"紧急通知：西藏、新疆、四川省成都市等省外入（返）榕的人员：7天内有上述地区旅居史的入（返）榕人员，务请在抵榕时就近进行1次核酸检测，并配合属地落实健康管理措施。
贵州省毕节市织金县入（返）榕的人员：对9月2日（含）起有贵州省毕节市织金县低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行，超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
云南省昆明市入（返）榕的人员：对9月13日（含）起有云南省昆明市西山区、安宁市低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行；对有昆明市其他地区旅居史的入（返）榕人员实行3天2检（含落地检）；超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
中天社区疫情报备电话：
0591-83845734","疫情防控","金爵苑","2022-09-29 19:32:42",NULL,NULL
"紧急通知：西藏、新疆、四川省成都市等省外入（返）榕的人员：7天内有上述地区旅居史的入（返）榕人员，务请在抵榕时就近进行1次核酸检测，并配合属地落实健康管理措施。
贵州省毕节市织金县入（返）榕的人员：对9月2日（含）起有贵州省毕节市织金县低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行，超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
云南省昆明市入（返）榕的人员：对9月13日（含）起有云南省昆明市西山区、安宁市低风险区旅居史的入（返）榕人员参照中风险区入（返）榕人员执行；对有昆明市其他地区旅居史的入（返）榕人员实行3天2检（含落地检）；超过7天的进行1次核酸检测，结果阴性方可解除健康管理。
中天社区疫情报备电话：
0591-83845734","疫情防控","爱唯大地幼儿园","2022-09-29 19:32:42",NULL,NULL
"请二级网格长做好网格范围内定期巡查工作和工作落实，及时部署工作，及时发现问题，督促各主体做好问题整改。","其他工作","天骄苑","2022-09-29 22:23:01",NULL,NULL
"请二级网格长做好网格范围内定期巡查工作和工作落实，及时部署工作，及时发现问题，督促各主体做好问题整改。","其他工作","领秀苑","2022-09-29 22:23:01",NULL,NULL
"请二级网格长做好网格范围内定期巡查工作和工作落实，及时部署工作，及时发现问题，督促各主体做好问题整改。","其他工作","俊仕苑","2022-09-29 22:23:01",NULL,NULL
"请二级网格长做好网格范围内定期巡查工作和工作落实，及时部署工作，及时发现问题，督促各主体做好问题整改。","其他工作","云顶苑","2022-09-29 22:23:01",NULL,NULL
"请二级网格长做好网格范围内定期巡查工作和工作落实，及时部署工作，及时发现问题，督促各主体做好问题整改。","其他工作","金爵苑","2022-09-29 22:23:02",NULL,NULL
"请二级网格长做好网格范围内定期巡查工作和工作落实，及时部署工作，及时发现问题，督促各主体做好问题整改。","其他工作","爱唯大地幼儿园","2022-09-29 22:23:23",NULL,NULL
"【以此份文件为准】请一级网格长、二级网格长根据各自职责分工做好工作部署和落实，及时在网格范围内定期组织开展巡查工作，发现问题，督促各主体做好问题整改。","其他工作","天骄苑","2022-09-30 09:03:58",NULL,NULL
"【以此份文件为准】请一级网格长、二级网格长根据各自职责分工做好工作部署和落实，及时在网格范围内定期组织开展巡查工作，发现问题，督促各主体做好问题整改。","其他工作","领秀苑","2022-09-30 09:03:59",NULL,NULL
"【以此份文件为准】请一级网格长、二级网格长根据各自职责分工做好工作部署和落实，及时在网格范围内定期组织开展巡查工作，发现问题，督促各主体做好问题整改。","其他工作","俊仕苑","2022-09-30 09:03:59",NULL,NULL
"【以此份文件为准】请一级网格长、二级网格长根据各自职责分工做好工作部署和落实，及时在网格范围内定期组织开展巡查工作，发现问题，督促各主体做好问题整改。","其他工作","云顶苑","2022-09-30 09:03:59",NULL,NULL
"【以此份文件为准】请一级网格长、二级网格长根据各自职责分工做好工作部署和落实，及时在网格范围内定期组织开展巡查工作，发现问题，督促各主体做好问题整改。","其他工作","金爵苑","2022-09-30 09:03:59",NULL,NULL
"【以此份文件为准】请一级网格长、二级网格长根据各自职责分工做好工作部署和落实，及时在网格范围内定期组织开展巡查工作，发现问题，督促各主体做好问题整改。","其他工作","爱唯大地幼儿园","2022-09-30 09:04:22",NULL,NULL
"【以此份文件为准】请一级网格长、二级网格长根据各自职责分工做好工作部署和落实，及时在网格范围内定期组织开展巡查工作，发现问题，督促各主体做好问题整改。","其他工作","中天社区","2022-09-30 09:04:22",NULL,NULL
"店面垃圾待清理。","小区管理","金爵苑","2022-09-30 09:44:47",NULL,NULL
"天骄苑垃圾屋有垃圾","小区管理","综合组","2022-09-30 15:18:08","冯","157*****870"
"垃圾屋误时投放","小区管理","俊仕苑","2022-09-30 15:53:49",NULL,NULL
"绿化带破损，垃圾较多，请及时处理。","小区管理","领秀苑","2022-09-30 16:20:01",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-09-30 21:21:49",NULL,NULL
11111111,"其他工作","爱唯大地幼儿园","2022-10-08 09:29:12","陈","150*****939"
"天骄苑垃圾屋误时投放和25座门口有垃圾","小区管理","天骄苑","2022-10-08 15:25:18","林","157*****870"
"共享单车过多","其他工作","爱唯大地幼儿园","2022-10-08 15:35:15",NULL,NULL
"路面垃圾未清理","小区管理","金爵苑","2022-10-08 15:53:46",NULL,NULL
"共享单车过多","其他工作","爱唯大地幼儿园","2022-10-09 10:52:47",NULL,NULL
"地砖破损","小区管理","天骄苑","2022-10-09 11:08:13",NULL,NULL
"路面垃圾未清理。","小区管理","金爵苑","2022-10-09 17:18:57",NULL,NULL
"居民乱丢垃圾","小区管理","领秀苑","2022-10-09 17:23:01",NULL,NULL
"各社区，请严格落实以下防控措施：
1、强化社区防控，各小区门岗务必落实外来人员、车辆（车内所有人员）测温、验码、查看行程码、登记信息等防控措施，特别注意风险地区自驾车返榕的业主以及货车司机，一旦发现新疆、内蒙古、西藏、云南昆明、四川成都的风险地区入榕人员务必第一时间报备并落实管控措施。

2、通知辖区所有酒店、宾馆、日租房等重点场所，务必核验所有进入以上场所人员的健康码、行程码，一旦发现新疆、内蒙古、西藏、云南昆明、四川成都等重点地区入榕人员，务必第一时间向属地社区报备！

以上工作各社区网格务必通知落实到位！！","疫情防控","中天社区","2022-10-09 21:42:31",NULL,NULL
"店面垃圾未清理。","小区管理","金爵苑","2022-10-10 09:01:28",NULL,NULL
"店面垃圾未清理","小区管理","金爵苑","2022-10-10 09:28:21",NULL,NULL
"共享单车乱停放","街面秩序","俊仕苑","2022-10-10 11:24:53",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-10 12:03:27",NULL,NULL
"天骄苑垃圾屋有垃圾","小区管理","天骄苑","2022-10-10 12:12:20","林","157*****870"
"紧急通知：鉴于当前甘肃疫情外溢风险持续增加，请辖区居民9 月 30 日(含)以来有甘肃旅居史的入(返)榕人员第一时间主动向所在社区（村）单位、酒店报备并按我市相关防控要求落实健康管理措施。近期我市市民如无必要，请勿前往风险区域。
中天社区疫情报备电话：0591-83845734","疫情防控","天骄苑","2022-10-10 12:48:03",NULL,NULL
"紧急通知：鉴于当前甘肃疫情外溢风险持续增加，请辖区居民9 月 30 日(含)以来有甘肃旅居史的入(返)榕人员第一时间主动向所在社区（村）单位、酒店报备并按我市相关防控要求落实健康管理措施。近期我市市民如无必要，请勿前往风险区域。
中天社区疫情报备电话：0591-83845734","疫情防控","领秀苑","2022-10-10 12:48:03",NULL,NULL
"紧急通知：鉴于当前甘肃疫情外溢风险持续增加，请辖区居民9 月 30 日(含)以来有甘肃旅居史的入(返)榕人员第一时间主动向所在社区（村）单位、酒店报备并按我市相关防控要求落实健康管理措施。近期我市市民如无必要，请勿前往风险区域。
中天社区疫情报备电话：0591-83845734","疫情防控","俊仕苑","2022-10-10 12:48:04",NULL,NULL
"紧急通知：鉴于当前甘肃疫情外溢风险持续增加，请辖区居民9 月 30 日(含)以来有甘肃旅居史的入(返)榕人员第一时间主动向所在社区（村）单位、酒店报备并按我市相关防控要求落实健康管理措施。近期我市市民如无必要，请勿前往风险区域。
中天社区疫情报备电话：0591-83845734","疫情防控","云顶苑","2022-10-10 12:48:04",NULL,NULL
"紧急通知：鉴于当前甘肃疫情外溢风险持续增加，请辖区居民9 月 30 日(含)以来有甘肃旅居史的入(返)榕人员第一时间主动向所在社区（村）单位、酒店报备并按我市相关防控要求落实健康管理措施。近期我市市民如无必要，请勿前往风险区域。
中天社区疫情报备电话：0591-83845734","疫情防控","金爵苑","2022-10-10 12:48:04",NULL,NULL
"紧急通知：鉴于当前甘肃疫情外溢风险持续增加，请辖区居民9 月 30 日(含)以来有甘肃旅居史的入(返)榕人员第一时间主动向所在社区（村）单位、酒店报备并按我市相关防控要求落实健康管理措施。近期我市市民如无必要，请勿前往风险区域。
中天社区疫情报备电话：0591-83845734","疫情防控","爱唯大地幼儿园","2022-10-10 12:48:04",NULL,NULL
"物业非投放时间未撤桶。","小区管理","领秀苑","2022-10-10 12:53:41",NULL,NULL
"再次强调：根据《福建省2022年国庆假期及前后疫情防控若干措施》第六大点关于聚集性活动防控要求，倡导群众从简举办婚丧嫁娶，尽量减少人员聚集，坚持非必要不举办、能线上不线下，从严审批相关聚集性活动。原则上10月31日前不举办大型会议、培训、会展、文艺演出等聚集性活动。确需举办的，按照“谁审批、谁负责”“谁举办、谁负责”原则，制定相关活动疫情防控方案，尽量缩小规模，落实防控措施，参加活动人员需扫码登记、查验48小时核酸检测阴性证明等。
请各网格务必通知辖区内所有酒店、宾馆、物业、商超、培训机构等重点场所单位严格落实以上防控要求。","其他工作","中天社区","2022-10-10 19:08:51",NULL,NULL
"再次强调：根据《福建省2022年国庆假期及前后疫情防控若干措施》第六大点关于聚集性活动防控要求，倡导群众从简举办婚丧嫁娶，尽量减少人员聚集，坚持非必要不举办、能线上不线下，从严审批相关聚集性活动。原则上10月31日前不举办大型会议、培训、会展、文艺演出等聚集性活动。确需举办的，按照“谁审批、谁负责”“谁举办、谁负责”原则，制定相关活动疫情防控方案，尽量缩小规模，落实防控措施，参加活动人员需扫码登记、查验48小时核酸检测阴性证明等。
请各网格务必通知辖区内所有酒店、宾馆、物业、商超、培训机构等重点场所单位严格落实以上防控要求。","其他工作","天骄苑","2022-10-10 22:56:13",NULL,NULL
"再次强调：根据《福建省2022年国庆假期及前后疫情防控若干措施》第六大点关于聚集性活动防控要求，倡导群众从简举办婚丧嫁娶，尽量减少人员聚集，坚持非必要不举办、能线上不线下，从严审批相关聚集性活动。原则上10月31日前不举办大型会议、培训、会展、文艺演出等聚集性活动。确需举办的，按照“谁审批、谁负责”“谁举办、谁负责”原则，制定相关活动疫情防控方案，尽量缩小规模，落实防控措施，参加活动人员需扫码登记、查验48小时核酸检测阴性证明等。
请各网格务必通知辖区内所有酒店、宾馆、物业、商超、培训机构等重点场所单位严格落实以上防控要求。","其他工作","领秀苑","2022-10-10 22:56:13",NULL,NULL
"再次强调：根据《福建省2022年国庆假期及前后疫情防控若干措施》第六大点关于聚集性活动防控要求，倡导群众从简举办婚丧嫁娶，尽量减少人员聚集，坚持非必要不举办、能线上不线下，从严审批相关聚集性活动。原则上10月31日前不举办大型会议、培训、会展、文艺演出等聚集性活动。确需举办的，按照“谁审批、谁负责”“谁举办、谁负责”原则，制定相关活动疫情防控方案，尽量缩小规模，落实防控措施，参加活动人员需扫码登记、查验48小时核酸检测阴性证明等。
请各网格务必通知辖区内所有酒店、宾馆、物业、商超、培训机构等重点场所单位严格落实以上防控要求。","其他工作","俊仕苑","2022-10-10 22:56:13",NULL,NULL
"再次强调：根据《福建省2022年国庆假期及前后疫情防控若干措施》第六大点关于聚集性活动防控要求，倡导群众从简举办婚丧嫁娶，尽量减少人员聚集，坚持非必要不举办、能线上不线下，从严审批相关聚集性活动。原则上10月31日前不举办大型会议、培训、会展、文艺演出等聚集性活动。确需举办的，按照“谁审批、谁负责”“谁举办、谁负责”原则，制定相关活动疫情防控方案，尽量缩小规模，落实防控措施，参加活动人员需扫码登记、查验48小时核酸检测阴性证明等。
请各网格务必通知辖区内所有酒店、宾馆、物业、商超、培训机构等重点场所单位严格落实以上防控要求。","其他工作","云顶苑","2022-10-10 22:56:13",NULL,NULL
"再次强调：根据《福建省2022年国庆假期及前后疫情防控若干措施》第六大点关于聚集性活动防控要求，倡导群众从简举办婚丧嫁娶，尽量减少人员聚集，坚持非必要不举办、能线上不线下，从严审批相关聚集性活动。原则上10月31日前不举办大型会议、培训、会展、文艺演出等聚集性活动。确需举办的，按照“谁审批、谁负责”“谁举办、谁负责”原则，制定相关活动疫情防控方案，尽量缩小规模，落实防控措施，参加活动人员需扫码登记、查验48小时核酸检测阴性证明等。
请各网格务必通知辖区内所有酒店、宾馆、物业、商超、培训机构等重点场所单位严格落实以上防控要求。","其他工作","金爵苑","2022-10-10 22:56:14",NULL,NULL
"再次强调：根据《福建省2022年国庆假期及前后疫情防控若干措施》第六大点关于聚集性活动防控要求，倡导群众从简举办婚丧嫁娶，尽量减少人员聚集，坚持非必要不举办、能线上不线下，从严审批相关聚集性活动。原则上10月31日前不举办大型会议、培训、会展、文艺演出等聚集性活动。确需举办的，按照“谁审批、谁负责”“谁举办、谁负责”原则，制定相关活动疫情防控方案，尽量缩小规模，落实防控措施，参加活动人员需扫码登记、查验48小时核酸检测阴性证明等。
请各网格务必通知辖区内所有酒店、宾馆、物业、商超、培训机构等重点场所单位严格落实以上防控要求。","其他工作","爱唯大地幼儿园","2022-10-10 22:56:39",NULL,NULL
"路面垃圾未清理。","街面秩序","金爵苑","2022-10-11 08:55:17",NULL,NULL
"居民在马路上晾晒菜干，影响市容市貌。","小区管理","领秀苑","2022-10-11 09:38:13",NULL,NULL
"天骄苑38栋架空层经常大白天开灯， 浪费公共资源。希望物业做好巡逻。","小区管理","天骄苑38栋高层","2022-10-11 10:29:17",NULL,NULL
"这里有垃圾堆放","小区管理","天骄苑","2022-10-11 10:35:49","林","157*****870"
"天骄苑42号楼，电梯经常坏，在高峰期影响居民出行，9月25日刚花了一笔费用换的钢缆，10月11日电梯又坏了，希望第三方介入监督","小区管理","天骄苑","2022-10-11 10:36:07","夏*","181*****245"
"小区垃圾","小区管理","天骄苑","2022-10-11 10:42:28",NULL,NULL
"天骄苑垃圾屋误时投放","小区管理","中天社区","2022-10-11 10:50:26",NULL,NULL
"云顶苑小区乱停车","小区管理","云顶苑","2022-10-11 11:04:52",NULL,NULL
"消防通道占道停车","消防安全","俊仕苑","2022-10-11 11:54:57",NULL,NULL
"共享单车过多","其他工作","爱唯大地幼儿园","2022-10-11 15:26:26",NULL,NULL
"贡献单车乱停放","街面秩序","中天社区","2022-10-11 17:29:29",NULL,NULL
"共享单车乱停放","街面秩序","中天社区","2022-10-11 17:31:52",NULL,NULL
"路面垃圾待清理。","街面秩序","金爵苑","2022-10-12 08:28:57",NULL,NULL
"共享单车过多杂乱","其他工作","爱唯大地幼儿园","2022-10-12 09:08:12",NULL,NULL
"垃圾屋垃圾","小区管理","天骄苑","2022-10-12 09:31:07",NULL,NULL
"俊仕苑门口人行道占道经营","街面秩序","俊仕苑","2022-10-12 09:33:41",NULL,NULL
"这里有垃圾堆放","小区管理","中天社区","2022-10-12 09:54:51",NULL,NULL
"共享单车乱停放","街面秩序","俊仕苑","2022-10-12 09:56:18",NULL,NULL
"30栋楼前面有车占道乱停。","小区管理","天骄苑38栋高层","2022-10-12 09:56:20",NULL,NULL
"共享单车乱停放","小区管理","领秀苑","2022-10-12 10:38:27",NULL,NULL
"两车乱停放。","街面秩序","金爵苑","2022-10-12 14:53:20",NULL,NULL
"误时投放","小区管理","中天社区","2022-10-12 15:38:14",NULL,NULL
"楼道乱停车","小区管理","云顶苑","2022-10-12 15:47:45",NULL,NULL
"楼道乱停车","小区管理","云顶苑","2022-10-12 15:47:50",NULL,NULL
"通知：请一级网格牵头，二级网格负责，将《金山街道重点场所疫情防控要求》通知到辖区酒店、宾馆、商超等重点场所，督促其按要求落实防控措施。注意：各社区要填写24小时联系电话，电话须24小时保持畅通。","其他工作","中天社区","2022-10-12 20:20:07",NULL,NULL
"通知：请一级网格牵头，二级网格负责，将《金山街道重点场所疫情防控要求》通知到辖区酒店、宾馆、商超等重点场所，督促其按要求落实防控措施。注意：各社区要填写24小时联系电话，电话须24小时保持畅通。","其他工作","天骄苑","2022-10-12 20:21:19",NULL,NULL
"通知：请一级网格牵头，二级网格负责，将《金山街道重点场所疫情防控要求》通知到辖区酒店、宾馆、商超等重点场所，督促其按要求落实防控措施。注意：各社区要填写24小时联系电话，电话须24小时保持畅通。","其他工作","领秀苑","2022-10-12 20:21:20",NULL,NULL
"通知：请一级网格牵头，二级网格负责，将《金山街道重点场所疫情防控要求》通知到辖区酒店、宾馆、商超等重点场所，督促其按要求落实防控措施。注意：各社区要填写24小时联系电话，电话须24小时保持畅通。","其他工作","俊仕苑","2022-10-12 20:21:20",NULL,NULL
"通知：请一级网格牵头，二级网格负责，将《金山街道重点场所疫情防控要求》通知到辖区酒店、宾馆、商超等重点场所，督促其按要求落实防控措施。注意：各社区要填写24小时联系电话，电话须24小时保持畅通。","其他工作","云顶苑","2022-10-12 20:21:21",NULL,NULL
"通知：请一级网格牵头，二级网格负责，将《金山街道重点场所疫情防控要求》通知到辖区酒店、宾馆、商超等重点场所，督促其按要求落实防控措施。注意：各社区要填写24小时联系电话，电话须24小时保持畅通。","其他工作","金爵苑","2022-10-12 20:21:21",NULL,NULL
"通知：请一级网格牵头，二级网格负责，将《金山街道重点场所疫情防控要求》通知到辖区酒店、宾馆、商超等重点场所，督促其按要求落实防控措施。注意：各社区要填写24小时联系电话，电话须24小时保持畅通。","其他工作","爱唯大地幼儿园","2022-10-12 20:22:05",NULL,NULL
"两车乱停放。","街面秩序","金爵苑","2022-10-13 08:56:13",NULL,NULL
"路面垃圾乱堆放。","街面秩序","金爵苑","2022-10-13 09:12:44",NULL,NULL
"中天社区俊仕苑值班人员没戴口罩没有查看健康码没有测温","疫情防控","监督组","2022-10-13 09:17:32",NULL,NULL
"中天社区天骄苑值班人员不在岗","疫情防控","监督组","2022-10-13 09:21:48",NULL,NULL
"路面上有垃圾","小区管理","领秀苑","2022-10-13 09:43:38",NULL,NULL
"共享单车过多杂乱","其他工作","爱唯大地幼儿园","2022-10-13 10:18:37",NULL,NULL
"38栋东梯电梯垃圾很多。","小区管理","天骄苑38栋高层","2022-10-13 10:27:40",NULL,NULL
"共享单车乱停放","街面秩序","俊仕苑","2022-10-13 11:03:21",NULL,NULL
"消防通道占道停车","消防安全","俊仕苑","2022-10-13 11:04:55",NULL,NULL
"这里有纸皮垃圾","小区管理","中天社区","2022-10-13 11:26:53",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-13 15:02:14",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-13 15:03:16",NULL,NULL
"两车乱停放。","街面秩序","金爵苑","2022-10-14 09:01:02",NULL,NULL
"共享单车摆放不到位","小区管理","领秀苑","2022-10-14 09:05:49",NULL,NULL
"路面占道经营。","街面秩序","金爵苑","2022-10-14 09:39:24",NULL,NULL
"38栋东梯架空层有好几盏灯，不亮。","小区管理","天骄苑38栋高层","2022-10-14 09:43:07",NULL,NULL
"停车不规范","街面秩序","俊仕苑","2022-10-14 09:54:17",NULL,NULL
"消防通道占道停车","消防安全","俊仕苑","2022-10-14 09:55:22",NULL,NULL
"共享单车乱停放","街面秩序","云顶苑","2022-10-14 09:57:00",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-14 10:29:39",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-14 10:30:53",NULL,NULL
"共享单车杂乱","其他工作","爱唯大地幼儿园","2022-10-14 10:31:59",NULL,NULL
"宣传栏内容陈旧","小区管理","俊仕苑","2022-10-14 17:49:29","陈新华",13705931607
"隔离帐篷破损","疫情防控","云顶苑","2022-10-14 17:52:32","陈新华",13705931607
"垃圾乱投放","小区管理","云顶苑","2022-10-15 11:57:23",NULL,NULL
"据省市有关部门预测，受冷空气和“纳沙”共同影响，16日～17日，福州市内陆区（县）陆上风力可达7～9级（高海拔可达10～12级）；16～18日，福州市多云有阵雨，局部乡镇有中到大雨。鉴于当前天气形势和市防指关于提升防台风应急响应为III级的通知，区防指从16日11时起启动防台风Ⅳ级应急响应，请各社区（村）、街道各相关口办严格落实《仓山区防汛防台风应急预案》要求，加强值班值守，密切关注台风动态，做好渔船管控、陆上大风防范等各项防范工作和应急准备工作。","消防安全","中天社区","2022-10-16 12:32:34",NULL,NULL
"共享单车摆放不整齐","其他工作","爱唯大地幼儿园","2022-10-17 09:13:18",NULL,NULL
"共享单车乱停放。","街面秩序","金爵苑","2022-10-17 11:30:11",NULL,NULL
"店面前垃圾未清理。","街面秩序","金爵苑","2022-10-17 11:36:08",NULL,NULL
"共享单车未规范停放","街面秩序","云顶苑","2022-10-17 11:43:48",NULL,NULL
"共享单车摆放不规范","小区管理","领秀苑","2022-10-17 14:54:32",NULL,NULL
"共享单车停车不规范","街面秩序","俊仕苑","2022-10-17 15:04:24",NULL,NULL
"共享单车停车不规范","街面秩序","俊仕苑","2022-10-17 15:05:12",NULL,NULL
"天骄苑北门垃圾乱丢","小区管理","天骄苑38栋高层","2022-10-17 16:59:22",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-17 17:11:02",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-17 17:12:15",NULL,NULL
"市政修完路，剩余沙子未清理干净。","其他工作","领秀苑","2022-10-18 11:50:10",NULL,NULL
"共享单车摆放不到位","其他工作","爱唯大地幼儿园","2022-10-18 12:24:10",NULL,NULL
"居民乱扔垃圾","小区管理","领秀苑","2022-10-18 15:08:09",NULL,NULL
"中间广场店铺门口垃圾乱放","小区管理","天骄苑38栋高层","2022-10-18 15:20:12",NULL,NULL
"共享单车不规范
","街面秩序","俊仕苑","2022-10-18 15:45:29",NULL,NULL
"垃圾屋垃圾乱放","小区管理","俊仕苑","2022-10-18 15:46:08",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-18 22:42:46",NULL,NULL
"小区垃圾","小区管理","天骄苑","2022-10-18 22:44:57",NULL,NULL
"俊仕苑外面马路上有垃圾乱放","小区管理","天骄苑38栋高层","2022-10-19 10:01:29",NULL,NULL
"小商贩占道经营","街面秩序","领秀苑","2022-10-19 17:35:19",NULL,NULL
"共享单车摆放不到位","其他工作","爱唯大地幼儿园","2022-10-19 21:17:50",NULL,NULL
"消防通道占道停车","消防安全","俊仕苑","2022-10-19 21:18:19",NULL,NULL
"垃圾屋垃圾乱丢","小区管理","俊仕苑","2022-10-19 21:19:15",NULL,NULL
"绿化垃圾乱丢","小区管理","领秀苑","2022-10-20 13:06:04",NULL,NULL
"小区绿化垃圾","小区管理","天骄苑","2022-10-20 17:13:23",NULL,NULL
"楼道垃圾","小区管理","天骄苑","2022-10-20 17:14:51",NULL,NULL
"金爵苑垃圾屋门口有垃圾","小区管理","天骄苑38栋高层","2022-10-20 17:18:06",NULL,NULL
"店面晾衣不规范","小区管理","俊仕苑","2022-10-20 17:25:50",NULL,NULL
"店面晾衣不规范","小区管理","俊仕苑","2022-10-20 17:25:50",NULL,NULL
"共享单车不规范","街面秩序","俊仕苑","2022-10-20 17:26:57",NULL,NULL
"共享单车摆放不到位","其他工作","爱唯大地幼儿园","2022-10-20 18:15:45",NULL,NULL
"路面共享单车乱停放","街面秩序","金爵苑","2022-10-21 08:51:50",NULL,NULL
"店面垃圾未清理。","街面秩序","金爵苑","2022-10-21 10:38:15",NULL,NULL
"共享单车乱停放","其他工作","爱唯大地幼儿园","2022-10-21 11:00:19",NULL,NULL
"30栋楼前面有垃圾","小区管理","天骄苑38栋高层","2022-10-21 11:55:26",NULL,NULL
"居民误时投放垃圾","小区管理","领秀苑","2022-10-21 15:57:09",NULL,NULL
"垃圾未及时清理","小区管理","云顶苑","2022-10-21 17:00:14",NULL,NULL
"垃圾误时投放","小区管理","云顶苑","2022-10-22 10:56:13",NULL,NULL
"各网格立即落实文件要求。下午三点将落实情况汇总报街道卫健办。","其他工作","中天社区","2022-10-23 09:55:34",NULL,NULL
"指挥部通知：各网格辖区重点场所做好防控，务必落实测温扫码戴口罩。","其他工作","中天社区","2022-10-23 09:59:19",NULL,NULL
"指挥部通知：各网格辖区重点场所做好防控，务必落实测温扫码戴口罩。","其他工作","天骄苑","2022-10-23 10:00:04",NULL,NULL
"指挥部通知：各网格辖区重点场所做好防控，务必落实测温扫码戴口罩。","其他工作","领秀苑","2022-10-23 10:00:04",NULL,NULL
"指挥部通知：各网格辖区重点场所做好防控，务必落实测温扫码戴口罩。","其他工作","俊仕苑","2022-10-23 10:00:05",NULL,NULL
"指挥部通知：各网格辖区重点场所做好防控，务必落实测温扫码戴口罩。","其他工作","云顶苑","2022-10-23 10:00:05",NULL,NULL
"指挥部通知：各网格辖区重点场所做好防控，务必落实测温扫码戴口罩。","其他工作","金爵苑","2022-10-23 10:00:05",NULL,NULL
"指挥部通知：各网格辖区重点场所做好防控，务必落实测温扫码戴口罩。","其他工作","爱唯大地幼儿园","2022-10-23 10:00:31",NULL,NULL
"内部通知：所有核酸检测点位的物资已准备到位的社区可立即向陈新华副书记申请医务人员，马上进行核酸检测演练。（信息不得转发）","其他工作","中天社区","2022-10-23 13:43:14",NULL,NULL
"内部通知：所有核酸检测点位的物资已准备到位的社区可立即向陈新华副书记申请医务人员，马上进行核酸检测演练。（信息不得转发）","其他工作","天骄苑","2022-10-23 13:43:42",NULL,NULL
